-- Logs begin at Wed 2023-03-29 16:32:38 UTC, end at Thu 2023-03-30 07:55:44 UTC. --
Mar 30 07:17:38 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 30 07:17:38 ubuntu dstat.sh[82708]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Mar 30 07:17:38 ubuntu dstat.sh[82708]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 30 07:17:48 ubuntu dstat.sh[82708]: 30-03 07:17:48| 13   3  61  20   0|1173M  904M  198M 5463M|  62k   13k|   0  8252k|   0   702 |5671  9611 |1.31 0.94 0.67|  0 1.0 1.0|   0     0 |   0     0 |  9    9    0   10    2
Mar 30 07:17:49 ubuntu dstat.sh[82708]: 30-03 07:17:49| 12   4  64  20   0|1182M  892M  198M 5465M| 147k   15k|   0    11M|   0   749 |5436  8903 |1.31 0.94 0.67|1.0 1.0  19|   0     0 |   0     0 |  9    9    0   10    2
Mar 30 07:17:50 ubuntu dstat.sh[82708]: 30-03 07:17:50| 11   3  64  20   0|1185M  887M  199M 5467M|  92k   14k|   0  6959k|   0   653 |5682  9670 |1.31 0.94 0.67|  0 2.0  19|   0     0 |   0     0 |  9   10    0   10    2
Mar 30 07:17:51 ubuntu dstat.sh[82708]: 30-03 07:17:51| 11   4  65  20   1|1187M  882M  199M 5469M| 121k   14k|   0  6448k|   0   634 |5095  9316 |1.31 0.94 0.67|  0 1.0  11|   0     0 |   0     0 |  9   10    0   10    2
Mar 30 07:17:52 ubuntu dstat.sh[82708]: 30-03 07:17:52| 14   3  64  16   0|1190M  877M  199M 5471M| 745k   26k|   0  5351k|   0   480 |5122  8452 |1.28 0.94 0.67|1.0   0  12|   0     0 |   0     0 |  9   10    0   10    2
Mar 30 07:17:53 ubuntu dstat.sh[82708]: 30-03 07:17:53| 24   6  70   0   0|1136M  929M  200M 5473M|1408k   34k|   0  1264k|   0  19.0 |2901  2943 |1.28 0.94 0.67|1.0   0  79|   0     0 |   0     0 |  9    8    0   10    2
Mar 30 07:17:54 ubuntu dstat.sh[82708]: 30-03 07:17:54| 42   5  53   0   0|1164M  898M  200M 5475M|1137k   26k|   0    31M|   0   149 |2280  1828 |1.28 0.94 0.67|2.0 1.0 2.0|   0     0 |   0     0 |  9    6    0   10    2
Mar 30 07:17:55 ubuntu dstat.sh[82708]: 30-03 07:17:55| 50   5  44   1   0|1117M  945M  200M 5476M| 108k 7355 |   0    15M|   0   742 |2817  3238 |1.28 0.94 0.67|2.0   0  13|   0     0 |   0     0 |  9    6    0   10    2
Mar 30 07:17:56 ubuntu dstat.sh[82708]: 30-03 07:17:56| 36   7  56   1   0|1169M  892M  200M 5476M| 134k 8548 |   0  7593k|   0   395 |2379  3046 |1.28 0.94 0.67|3.0   0 5.0|   0     0 |   0     0 |  9    7    0   10    2
Mar 30 07:17:57 ubuntu dstat.sh[82708]: 30-03 07:17:57| 28   2  69   1   0|1186M  875M  200M 5476M| 217k   11k|   0  7433k|   0   419 |2368  3066 |1.26 0.94 0.68|1.0   0 1.0|   0     0 |   0     0 |  9    7    0   10    2
Mar 30 07:17:58 ubuntu dstat.sh[82708]: 30-03 07:17:58| 27  17  52   2   1|1117M  942M  200M 5478M| 166k 7787 |   0  8234k|   0   386 |3694  5853 |1.26 0.94 0.68|2.0   0 348|   0     0 |   0     0 |  9    8    0   10    2
Mar 30 07:17:59 ubuntu dstat.sh[82708]: 30-03 07:17:59| 24  20  54   1   0|1107M  950M  200M 5480M|  72k 6657 |   0  2617k|   0   137 |3899  6999 |1.26 0.94 0.68|1.0   0 363|   0     0 |   0     0 |  9    8    0   10    2
Mar 30 07:18:00 ubuntu dstat.sh[82708]: 30-03 07:18:00| 40  19  40   0   0|1191M  858M  200M 5485M| 914k   23k| 196k 3840k|2.99  20.0 |4235  8920 |1.26 0.94 0.68|4.0   0 189|   0     0 |   0     0 |  9    9    0   10    2
Mar 30 07:18:01 ubuntu dstat.sh[82708]: 30-03 07:18:01| 48   6  45   0   0|1261M  788M  201M 5486M| 325k   10k| 148k  480k|5.01  7.01 |1524  1402 |1.26 0.94 0.68|3.0   0   0|   0     0 |   0     0 |  9    9    0   10    2
Mar 30 07:18:02 ubuntu dstat.sh[82708]: 30-03 07:18:02| 52   4  44   0   0|1300M  746M  201M 5489M|1086k   21k| 352k  764k|4.00  6.00 |2272  1845 |1.40 0.98 0.69|2.0   0 1.0|   0     0 |   0     0 |  9    9    0   10    2
Mar 30 07:18:03 ubuntu dstat.sh[82708]: 30-03 07:18:03| 45  14  40   1   0|1271M  770M  201M 5493M| 754k   24k|   0  2779k|   0  25.0 |3532  7483 |1.40 0.98 0.69|1.0   0 142|   0     0 |   0     0 |  9    6    0   11    2
Mar 30 07:18:04 ubuntu dstat.sh[82708]: 30-03 07:18:04| 25   3  70   1   0|1328M  714M  201M 5493M|  78k 6744 |   0   411k|   0  8.99 |1300  1484 |1.40 0.98 0.69|1.0   0 1.0|   0     0 |   0     0 |  9    6    0   11    2
Mar 30 07:18:05 ubuntu dstat.sh[82708]: 30-03 07:18:05| 27   2  69   1   1|1360M  681M  201M 5493M|  71k 5920 |   0  3389k|   0  18.0 |1242  1297 |1.40 0.98 0.69|1.0   0   0|   0     0 |   0     0 |  9    6    0   11    2
Mar 30 07:18:06 ubuntu dstat.sh[82708]: 30-03 07:18:06| 26   2  68   3   0|1275M  766M  201M 5493M|  91k   70k|   0  2633k|   0   223 |3038  4957 |1.40 0.98 0.69|1.0   0 2.0|   0     0 |   0     0 |  9    6    0   13    2
Mar 30 07:18:07 ubuntu dstat.sh[82708]: 30-03 07:18:07| 28   5  64   1   0|1296M  745M  201M 5493M| 136k 8334 |  36k  535k|3.00  18.0 |1633  1834 |1.37 0.98 0.69|1.0   0  43|   0     0 |   0     0 |  9    6    0   13    2
Mar 30 07:18:08 ubuntu dstat.sh[82708]: 30-03 07:18:08| 27   3  68   1   0|1323M  716M  201M 5494M| 298k   80k|  28k 1169k|3.00  12.0 |1948  2447 |1.37 0.98 0.69|1.0   0 4.0|   0     0 |   0     0 |  9   19    0   13    2
Mar 30 07:18:09 ubuntu dstat.sh[82708]: 30-03 07:18:09| 27   5  60   8   0|1273M  765M  201M 5495M|  82k   58k| 216k 5944k|54.0   263 |2595  3610 |1.37 0.98 0.69|3.0   0  33|   0     0 |   0     0 |  9   32    0   13    2
Mar 30 07:18:10 ubuntu dstat.sh[82708]: 30-03 07:18:10| 26   5  67   0   0|1319M  720M  201M 5495M|  36k 4377 |   0  9874k|   0  46.0 |1311  1451 |1.37 0.98 0.69|2.0   0  17|   0     0 |   0     0 |  9   32    0   13    2
Mar 30 07:18:11 ubuntu dstat.sh[82708]: 30-03 07:18:11| 27   4  68   0   0|1275M  763M  201M 5495M| 149k   66k|   0   292k|   0  6.00 |1549  1848 |1.37 0.98 0.69|1.0   0  11|   0     0 |   0     0 |  9   32    0    9    2
Mar 30 07:18:12 ubuntu dstat.sh[82708]: 30-03 07:18:12| 51  15  34   0   0|1362M  675M  201M 5496M| 223k 7133 |   0   533k|   0  13.0 |2250  2603 |1.42 1.00 0.70|3.0   0 153|   0     0 |   0     0 |  9   32    0    9    2
Mar 30 07:18:13 ubuntu dstat.sh[82708]: 30-03 07:18:13| 65  11  24   0   0|1403M  630M  202M 5498M| 210k  197k|   0   707k|   0  16.0 |3067  4853 |1.42 1.00 0.70|3.0   0 6.0|   0     0 |   0     0 |  9   35    0    9    2
Mar 30 07:18:14 ubuntu dstat.sh[82708]: 30-03 07:18:14| 63  15  20   2   1|1313M  701M  202M 5516M| 519k  506k|  28k 3001k|2.00   139 |5237    11k|1.42 1.00 0.70|5.0   0 237|   0     0 |   0     0 |  9   36    0   11    2
Mar 30 07:18:15 ubuntu dstat.sh[82708]: 30-03 07:18:15| 82  17   1   0   0|1463M  540M  203M 5524M|  21k 1724 |   0  3712k|   0  97.0 |2284  3080 |1.42 1.00 0.70|6.0   0 213|   0     0 |   0     0 |  9   36    0   11    2
Mar 30 07:18:16 ubuntu dstat.sh[82708]: 30-03 07:18:16| 85  15   0   0   0|1567M  425M  203M 5534M| 491k  480k|   0  2815k|   0   111 |3583  7658 |1.42 1.00 0.70|6.0   0 140|   0     0 |   0     0 |  9   39    0   11    2
Mar 30 07:18:17 ubuntu dstat.sh[82708]: 30-03 07:18:17| 83  14   1   0   0|1464M  512M  204M 5547M| 500k  485k|   0  2053k|   0  98.0 |4827  9124 |1.94 1.11 0.74|5.0   0 139|   0     0 |   0     0 |  9   37    0   11    2
Mar 30 07:18:18 ubuntu dstat.sh[82708]: 30-03 07:18:18| 51  10  37   1   0|1368M  594M  204M 5559M| 298k  284k|   0  2599k|   0  99.0 |3764  7105 |1.94 1.11 0.74|1.0   0 113|   0     0 |   0     0 |  9   38    0   11    2
Mar 30 07:18:19 ubuntu dstat.sh[82708]: 30-03 07:18:19| 23   5  72   0   0|1338M  624M  204M 5559M|  81k   67k|   0   312k|   0  29.0 |2042  3037 |1.94 1.11 0.74|1.0   0  62|   0     0 |   0     0 |  9   37    0   11    2
Mar 30 07:18:20 ubuntu dstat.sh[82708]: 30-03 07:18:20| 35   6  59   0   0|1307M  675M  204M 5540M|  65k   54k|   0  2573k|   0  30.0 |1471  1848 |1.94 1.11 0.74|3.0   0 2.0|   0     0 |   0     0 |  9   34    0   11    0
Mar 30 07:18:21 ubuntu dstat.sh[82708]: 30-03 07:18:21| 40  13  46   0   0|1311M  671M  204M 5540M| 168k  157k|   0  1722k|   0  73.1 |5659    11k|1.94 1.11 0.74|3.0   0  81|   0     0 |   0     0 |  9   34    0   12    0
Mar 30 07:18:22 ubuntu dstat.sh[82708]: 30-03 07:18:22| 43   9  46   0   0|1326M  656M  204M 5540M|  11k 1617 |   0  1498k|   0  6.99 |4884    10k|1.95 1.13 0.74|2.0   0 8.0|   0     0 |   0     0 |  9   34    0   12    0
Mar 30 07:18:23 ubuntu dstat.sh[82708]: 30-03 07:18:23| 45   9  44   0   0|1298M  684M  204M 5540M| 213k  202k|   0   452k|   0  22.0 |8966    20k|1.95 1.13 0.74|3.0   0  81|   0     0 |   0     0 |  9   34    0   12    0
Mar 30 07:18:24 ubuntu dstat.sh[82708]: 30-03 07:18:24| 29  26  45   0   0|1271M  711M  204M 5540M|  12k 1663 |   0   308k|   0  10.0 |2837  4298 |1.95 1.13 0.74|2.0   0 453|   0     0 |   0     0 |  9   34    0   12    0
Mar 30 07:18:25 ubuntu dstat.sh[82708]: 30-03 07:18:25| 73  23   5   0   0|1357M  625M  204M 5540M|  12k 1621 |   0    12M|   0   477 |3060  4359 |1.95 1.13 0.74|6.0   0 468|   0     0 |   0     0 |  9   34    0   12    0
Mar 30 07:18:26 ubuntu dstat.sh[82708]: 30-03 07:18:26| 88  10   1   0   0|1505M  477M  204M 5540M| 271k  260k|   0   868k|   0  52.0 |3133  5012 |1.95 1.13 0.74|8.0   0  75|   0     0 |   0     0 |  9   36    1   12    0
Mar 30 07:18:27 ubuntu dstat.sh[82708]: 30-03 07:18:27| 85  13   2   0   0|1403M  578M  204M 5541M|1122k 1108k|   0   592k|   0  74.0 |6349    14k|2.11 1.18 0.76|5.0   0  87|   0     0 |   0     0 |  9   35    0   12    0
Mar 30 07:18:28 ubuntu dstat.sh[82708]: 30-03 07:18:28| 86  13   1   0   0|1400M  582M  205M 5541M| 532k  524k|   0   428k|   0  42.0 |4094  8078 |2.11 1.18 0.76|5.0   0  71|   0     0 |   0     0 |  9   35    1   12    0
Mar 30 07:18:29 ubuntu dstat.sh[82708]: 30-03 07:18:29| 84  13   1   1   0|1528M  453M  205M 5541M| 771k  758k|   0   328k|   0  24.0 |4995    10k|2.11 1.18 0.76|5.0 2.0 162|   0     0 |   0     0 |  9   39    0   14    0
Mar 30 07:18:30 ubuntu dstat.sh[82708]: 30-03 07:18:30| 86  12   2   0   0|1554M  426M  205M 5541M|1051k 1001k|   0  4237k|   0   314 |5655    12k|2.11 1.18 0.76|5.0   0  52|   0     0 |   0     0 |  9   38    0   14    0
Mar 30 07:18:31 ubuntu dstat.sh[82708]: 30-03 07:18:31| 69  10  20   0   0|1326M  654M  205M 5542M|1124k 1028k|   0   993k|   0  59.1 |4557    14k|2.11 1.18 0.76|2.0   0 221|   0     0 |   0     0 |  9   37    0   16    0
Mar 30 07:18:32 ubuntu dstat.sh[82708]: 30-03 07:18:32| 46   8  46   0   1|1342M  638M  205M 5542M| 387k  146k|   0   620k|   0  27.0 |2429  3397 |2.10 1.19 0.77|3.0   0  34|   0     0 |   0     0 |  9   36    0   16    0
Mar 30 07:18:33 ubuntu dstat.sh[82708]: 30-03 07:18:33| 52   5  41   1   0|1387M  593M  205M 5543M| 401k  265k|   0   975k|   0  39.0 |2906  4646 |2.10 1.19 0.77|2.0   0 2.0|   0     0 |   0     0 |  9   36    0   13    0
Mar 30 07:18:34 ubuntu dstat.sh[82708]: 30-03 07:18:34| 57  18  23   0   0|1401M  574M  205M 5547M|2697k  584k|   0   597k|   0  33.0 |6903    11k|2.10 1.19 0.77|4.0   0 333|   0     0 |   0     0 |  9   36    0   13    0
Mar 30 07:18:35 ubuntu dstat.sh[82708]: 30-03 07:18:35| 70  12  18   0   0|1443M  528M  205M 5551M|2276k   90k|   0  6677k|   0  33.0 |4233  3436 |2.10 1.19 0.77|3.0   0  50|   0     0 |   0     0 |  9   37    0   13    0
Mar 30 07:18:36 ubuntu dstat.sh[82708]: 30-03 07:18:36| 61  11  27   1   0|1330M  640M  205M 5552M| 964k  953k|   0  1164k|   0  74.0 |6224    14k|2.10 1.19 0.77|4.0   0 172|   0     0 |   0     0 |  9   37    0   15    0
Mar 30 07:18:37 ubuntu dstat.sh[82708]: 30-03 07:18:37| 85  14   1   0   0|1457M  512M  205M 5552M| 186k   51k|   0   816k|   0  34.0 |2463  3179 |2.26 1.24 0.79|4.0   0  94|   0     0 |   0     0 |  9   36    0   15    0
Mar 30 07:18:38 ubuntu dstat.sh[82708]: 30-03 07:18:38| 75  10  14   0   0|1519M  449M  205M 5554M|1419k  794k|   0  1319k|   0  36.0 |5379    10k|2.26 1.24 0.79|2.0   0 1.0|   0     0 |   0     0 |  9   40    0   15    0
Mar 30 07:18:39 ubuntu dstat.sh[82708]: 30-03 07:18:39| 72  14  14   1   1|1448M  520M  205M 5555M|1233k  975k|   0  1081k|   0  77.0 |6746    13k|2.26 1.24 0.79|5.0   0 202|   0     0 |   0     0 |  9   36    0   17    0
Mar 30 07:18:40 ubuntu dstat.sh[82708]: 30-03 07:18:40| 72  11  15   0   0|1440M  526M  205M 5556M| 674k   56k|   0  1364k|   0  21.0 |2574  2990 |2.26 1.24 0.79|3.0   0 129|   0     0 |   0     0 |  9   37    0   17    0
Mar 30 07:18:41 ubuntu dstat.sh[82708]: 30-03 07:18:41| 69  12  18   1   0|1406M  560M  205M 5556M| 856k  842k|   0  2599k|   0  87.0 |4822    13k|2.26 1.24 0.79|4.0 1.0 217|   0     0 |   0     0 |  9   37    0   18    0
Mar 30 07:18:42 ubuntu dstat.sh[82708]: 30-03 07:18:42| 82  13   5   0   0|1404M  562M  205M 5556M| 438k  339k|   0   568k|   0  27.0 |3395  5588 |2.48 1.30 0.81|3.0   0  89|   0     0 |   0     0 |  9   36    0   18    0
Mar 30 07:18:43 ubuntu dstat.sh[82708]: 30-03 07:18:43| 84   9   6   0   0|1469M  496M  205M 5557M| 493k  479k|   0   902k|   0  28.8 |3935  6954 |2.48 1.30 0.81|3.0   0 2.0|   0     0 |   0     0 |  9   39    0   20    0
Mar 30 07:18:44 ubuntu dstat.sh[82708]: 30-03 07:18:44| 74  19   6   1   0|1406M  558M  205M 5557M| 672k  649k|   0  3482k|   0   112 |5882    11k|2.48 1.30 0.81|5.0   0 244|   0     0 |   0     0 |  9   36    0   20    0
Mar 30 07:18:45 ubuntu dstat.sh[82708]: 30-03 07:18:45| 86  12   3   0   0|1459M  504M  205M 5558M|  60k   48k|   0  1620k|   0  45.0 |2103  2374 |2.48 1.30 0.81|4.0   0  50|   0     0 |   0     0 |  9   37    0   18    0
Mar 30 07:18:46 ubuntu dstat.sh[82708]: 30-03 07:18:46| 71  14  13   0   0|1317M  653M  205M 5551M| 858k  845k|   0    22M|   0   148 |6768    18k|2.48 1.30 0.81|3.0   0 169|   0     0 |   0     0 |  9   34    0   21    0
Mar 30 07:18:47 ubuntu dstat.sh[82708]: 30-03 07:18:47| 65  10  24   0   0|1384M  586M  205M 5551M|  63k   52k|   0   184k|   0  11.0 |1954  2164 |2.52 1.33 0.82|4.0   0  33|   0     0 |   0     0 |  9   34    0   20    0
Mar 30 07:18:48 ubuntu dstat.sh[82708]: 30-03 07:18:48| 66  14  20   1   0|1377M  593M  205M 5551M| 738k  728k|   0   820k|   0  67.0 |4652    11k|2.52 1.33 0.82|5.0   0 210|   0     0 |   0     0 |  9   35    0   20    0
Mar 30 07:18:49 ubuntu dstat.sh[82708]: 30-03 07:18:49| 83  15   1   0   0|1413M  557M  205M 5552M| 140k  130k|   0   344k|   0  27.0 |2545  4408 |2.52 1.33 0.82|6.0   0 223|   0     0 |   0     0 |  9   34    0   20    0
Mar 30 07:18:50 ubuntu dstat.sh[82708]: 30-03 07:18:50| 83  16   1   0   0|1460M  510M  205M 5552M| 467k  457k|   0   693k|   0  49.0 |4582  8193 |2.52 1.33 0.82|7.0   0 174|   0     0 |   0     0 |  9   36    0   21    0
Mar 30 07:18:51 ubuntu dstat.sh[82708]: 30-03 07:18:51| 82  16   0   0   0|1430M  539M  205M 5552M| 263k  252k|   0    14M|   0  96.9 |3348  6041 |2.52 1.33 0.82|8.0   0 222|   0     0 |   0     0 |  9   34    0   21    0
Mar 30 07:18:52 ubuntu dstat.sh[82708]: 30-03 07:18:52| 84  15   1   0   0|1468M  501M  205M 5552M| 589k  578k|   0   527k|   0  44.9 |4426  9585 |2.80 1.40 0.85|6.0   0 158|   0     0 |   0     0 |  9   35    0   22    0
Mar 30 07:18:53 ubuntu dstat.sh[82708]: 30-03 07:18:53| 85  13   2   0   0|1444M  525M  205M 5552M| 831k  820k|   0   633k|   0  48.1 |5760    12k|2.80 1.40 0.85|6.0   0 235|   0     0 |   0     0 |  9   36    0   22    0
Mar 30 07:18:54 ubuntu dstat.sh[82708]: 30-03 07:18:54| 73  18   8   0   0|1355M  614M  205M 5553M| 914k  904k|   0   687k|   0  42.0 |5359    13k|2.80 1.40 0.85|4.0   0 387|   0     0 |   0     0 |  9   35    0   22    0
Mar 30 07:18:55 ubuntu dstat.sh[82708]: 30-03 07:18:55| 47  21  30   0   0|1288M  680M  205M 5553M| 809k  798k|   0   644k|   0  41.0 |6766    14k|2.80 1.40 0.85|2.0   0 544|   0     0 |   0     0 |  9   34    0   23    0
Mar 30 07:18:56 ubuntu dstat.sh[82708]: 30-03 07:18:56| 13  23  62   0   0|1222M  746M  205M 5553M|  11k 1458 |   0  5493k|   0   109 |3127  4695 |2.80 1.40 0.85|2.0   0 530|   0     0 |   0     0 |  9   34    0   23    0
Mar 30 07:18:57 ubuntu dstat.sh[82708]: 30-03 07:18:57| 59  27  14   0   1|1348M  620M  205M 5553M|  13k 1620 |   0   284k|   0  25.0 |2705  5941 |2.81 1.43 0.86|6.0   0 787|   0     0 |   0     0 |  9   34    0   23    0
Mar 30 07:18:58 ubuntu dstat.sh[82708]: 30-03 07:18:58| 84  16   0   0   0|1486M  482M  205M 5553M| 280k  269k|   0  1296k|   0  70.0 |3260  5957 |2.81 1.43 0.86|7.0   0 186|   0     0 |   0     0 |  9   37    0   23    0
Mar 30 07:18:59 ubuntu dstat.sh[82708]: 30-03 07:18:59| 84  11   4   0   0|1429M  539M  206M 5553M| 872k  860k|   0  1272k|   0   125 |6190    13k|2.81 1.43 0.86|5.0   0 135|   0     0 |   0     0 |  9   34    0   23    0
Mar 30 07:19:00 ubuntu dstat.sh[82708]: 30-03 07:19:00| 85  14   1   0   0|1451M  516M  206M 5553M| 298k  282k|   0   284k|   0  27.0 |3709  6956 |2.81 1.43 0.86|5.0   0 137|   0     0 |   0     0 |  9   34    0   24    0
Mar 30 07:19:01 ubuntu dstat.sh[82708]: 30-03 07:19:01| 86  12   2   0   0|1488M  479M  206M 5553M| 707k  701k|   0  3290k|   0   165 |4453  9718 |2.81 1.43 0.86|7.0   0  69|   0     0 |   0     0 |  9   36    0   24    0
Mar 30 07:19:02 ubuntu dstat.sh[82708]: 30-03 07:19:02| 73  11  16   0   0|1534M  433M  206M 5554M|1196k 1188k|   0   392k|   0  37.0 |6526    16k|2.99 1.49 0.88|3.0   0   0|   0     0 |   0     0 |  9   38    0   30    0
Mar 30 07:19:03 ubuntu dstat.sh[82708]: 30-03 07:19:03| 68   9  22   0   0|1446M  520M  206M 5554M|1254k 1245k|   0   701k|   0  77.1 |7427    17k|2.99 1.49 0.88|4.0   0  65|   0     0 |   0     0 |  9   37    0   35    0
Mar 30 07:19:04 ubuntu dstat.sh[82708]: 30-03 07:19:04| 84  13   2   0   0|1361M  605M  206M 5555M| 730k  721k|   0   644k|   0  72.0 |4885    11k|2.99 1.49 0.88|5.0   0 126|   0     0 |   0     0 |  9   34    0   34    0
Mar 30 07:19:05 ubuntu dstat.sh[82708]: 30-03 07:19:05| 88  11   1   0   0|1500M  466M  206M 5555M| 499k  487k|   0   308k|   0  22.0 |4444  7384 |2.99 1.49 0.88|5.0   0 7.0|   0     0 |   0     0 |  9   36    0   34    0
Mar 30 07:19:06 ubuntu dstat.sh[82708]: 30-03 07:19:06| 71   9  17   0   0|1543M  423M  206M 5555M|1238k 1228k|   0   555k|   0  46.9 |7505    17k|2.99 1.49 0.88|6.0   0   0|   0     0 |   0     0 |  9   38    0   36    0
Mar 30 07:19:07 ubuntu dstat.sh[82708]: 30-03 07:19:07| 48   8  44   0   0|1544M  422M  206M 5555M|1078k 1067k|   0   449k|   0  43.0 |7430    15k|2.83 1.48 0.88|4.0   0   0|   0     0 |   0     0 |  9   38    0   39    0
Mar 30 07:19:08 ubuntu dstat.sh[82708]: 30-03 07:19:08| 66  12  20   0   0|1455M  510M  206M 5556M|1170k 1156k|   0   308k|   0  30.0 |7001    16k|2.83 1.48 0.88|5.0   0 152|   0     0 |   0     0 |  9   37    0   38    0
Mar 30 07:19:09 ubuntu dstat.sh[82708]: 30-03 07:19:09| 85  12   2   0   0|1406M  559M  206M 5556M|1164k 1153k|   0   420k|   0  48.0 |4921    17k|2.83 1.48 0.88|6.0   0  60|   0     0 |   0     0 |  9   34    0   38    0
Mar 30 07:19:10 ubuntu dstat.sh[82708]: 30-03 07:19:10| 81  17   2   0   0|1411M  553M  206M 5557M| 450k  440k|   0   452k|   0  42.0 |4711  8899 |2.83 1.48 0.88|6.0   0 173|   0     0 |   0     0 |  9   35    0   38    0
Mar 30 07:19:11 ubuntu dstat.sh[82708]: 30-03 07:19:11| 85  13   2   0   0|1518M  443M  206M 5559M| 933k  924k|   0  2237k|   0  37.9 |5104    12k|2.83 1.48 0.88|7.0   0 1.0|   0     0 |   0     0 |  9   37    0   39    0
Mar 30 07:19:12 ubuntu dstat.sh[82708]: 30-03 07:19:12| 81  12   5   0   0|1470M  492M  206M 5559M|1075k 1063k|   0   552k|   0  56.0 |6687    15k|3.08 1.56 0.91|8.0   0  67|   0     0 |   0     0 |  9   36    0   40    0
Mar 30 07:19:13 ubuntu dstat.sh[82708]: 30-03 07:19:13| 88  10   1   0   1|1446M  516M  206M 5559M| 870k  859k|   0   421k|   0  33.1 |4692    12k|3.08 1.56 0.91|6.0   0  52|   0     0 |   0     0 |  9   35    0   40    0
Mar 30 07:19:14 ubuntu dstat.sh[82708]: 30-03 07:19:14| 80  15   4   0   0|1399M  562M  206M 5560M|1134k 1110k|   0   682k|   0  81.7 |6496    15k|3.08 1.56 0.91|6.0   0 103|   0     0 |   0     0 |  9   35    0   39    0
Mar 30 07:19:15 ubuntu dstat.sh[82708]: 30-03 07:19:15| 86  12   2   0   0|1397M  563M  206M 5560M| 792k  771k|   0   541k|   0  46.1 |4070    11k|3.08 1.56 0.91|7.0   0 172|   0     0 |   0     0 |  9   35    0   39    0
