-- Logs begin at Thu 2023-04-06 00:44:59 UTC, end at Thu 2023-04-06 08:43:04 UTC. --
Apr 06 08:05:25 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 06 08:05:25 ubuntu dstat.sh[74616]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Apr 06 08:05:25 ubuntu dstat.sh[74616]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 06 08:06:08 ubuntu dstat.sh[74616]: 06-04 08:06:08| 24   7  66   1   0|1326M  668M  205M 5533M|  91k   77k|   0   855k|   0  58.9 |2039  3373 |1.55 0.90 0.57|2.0   0  70|   0     0 |   0     0 |  9   34    0   20    3
Apr 06 08:06:09 ubuntu dstat.sh[74616]: 06-04 08:06:09| 43   8  49   0   0|1320M  674M  205M 5533M|  76k   67k|   0   865k|   0  10.0 |1536  1887 |1.55 0.90 0.57|2.0   0 8.0|   0     0 |   0     0 |  9   35    0   20    0
Apr 06 08:06:10 ubuntu dstat.sh[74616]: 06-04 08:06:10| 37  19  43   0   0|1276M  718M  205M 5533M| 148k  140k|   0  1561k|   0  66.1 |  11k   22k|1.55 0.90 0.57|3.0   0 258|   0     0 |   0     0 |  9   34    0   21    0
Apr 06 08:06:11 ubuntu dstat.sh[74616]: 06-04 08:06:11| 45  25  30   0   0|1310M  684M  205M 5533M|  11k 1621 |   0  1361k|   0  18.0 |2724  4981 |1.58 0.91 0.58|5.0   0 619|   0     0 |   0     0 |  9   34    0   21    0
Apr 06 08:06:12 ubuntu dstat.sh[74616]: 06-04 08:06:12| 83  17   0   0   0|1472M  522M  205M 5533M| 108k   98k|   0   484k|   0  19.0 |2423    33k|1.58 0.91 0.58|7.0   0 194|   0     0 |   0     0 |  9   35    0   21    0
Apr 06 08:06:13 ubuntu dstat.sh[74616]: 06-04 08:06:13| 88  10   1   0   0|1524M  470M  205M 5534M| 938k  928k|   0   871k|   0  52.9 |5294    13k|1.58 0.91 0.58|8.0   0 5.0|   0     0 |   0     0 |  9   35    0   21    0
Apr 06 08:06:14 ubuntu dstat.sh[74616]: 06-04 08:06:14| 86  14   1   0   0|1434M  559M  205M 5534M| 725k  715k|   0   600k|   0  44.0 |5034    11k|1.58 0.91 0.58|7.0   0 107|   0     0 |   0     0 |  9   36    0   21    0
Apr 06 08:06:15 ubuntu dstat.sh[74616]: 06-04 08:06:15| 87  12   1   0   0|1419M  574M  205M 5534M| 220k  210k|   0   628k|   0  46.0 |3807  6013 |1.58 0.91 0.58|8.0   0 155|   0     0 |   0     0 |  9   34    0   21    0
Apr 06 08:06:16 ubuntu dstat.sh[74616]: 06-04 08:06:16| 87  13   1   0   0|1506M  488M  205M 5534M| 658k  649k|   0   628k|   0  27.0 |5369  9780 |2.02 1.02 0.61|7.0   0  86|   0     0 |   0     0 |  9   37    0   21    0
Apr 06 08:06:17 ubuntu dstat.sh[74616]: 06-04 08:06:17| 84  12   3   0   0|1457M  536M  205M 5534M|1193k 1184k|   0    10M|   0   764 |6638    15k|2.02 1.02 0.61|8.0   0 111|   0     0 |   0     0 |  9   37    0   21    0
Apr 06 08:06:18 ubuntu dstat.sh[74616]: 06-04 08:06:18| 61  11  27   0   0|1288M  704M  205M 5535M|1035k 1013k|   0   827k|   0  66.9 |6419    15k|2.02 1.02 0.61|3.0   0 196|   0     0 |   0     0 |  9   34    0   22    0
Apr 06 08:06:19 ubuntu dstat.sh[74616]: 06-04 08:06:19| 43   7  49   0   0|1312M  680M  205M 5535M|  37k   26k|   0   204k|   0  7.01 |1550  1980 |2.02 1.02 0.61|3.0   0  33|   0     0 |   0     0 |  9   35    0   22    0
Apr 06 08:06:20 ubuntu dstat.sh[74616]: 06-04 08:06:20| 42  10  47   1   0|1274M  718M  205M 5535M| 369k  357k|   0   524k|   0  41.0 |3151  6452 |2.02 1.02 0.61|4.0   0 114|   0     0 |   0     0 |  9   35    0   22    0
Apr 06 08:06:21 ubuntu dstat.sh[74616]: 06-04 08:06:21| 71  19   8   0   0|1339M  654M  205M 5535M| 414k  404k|   0   452k|   0  25.0 |3883  8191 |2.26 1.08 0.64|4.0   0 268|   0     0 |   0     0 |  9   34    0   22    0
Apr 06 08:06:22 ubuntu dstat.sh[74616]: 06-04 08:06:22| 59   8  31   2   0|1398M  594M  205M 5535M| 662k  651k|   0  2388k|   0  71.1 |4652  8799 |2.26 1.08 0.64|4.0   0 2.0|   0     0 |   0     0 |  9   36    0   21    0
Apr 06 08:06:23 ubuntu dstat.sh[74616]: 06-04 08:06:23| 76  16   8   0   0|1354M  637M  205M 5536M| 399k  387k|   0   680k|   0  51.0 |3975  7441 |2.26 1.08 0.64|5.0   0 265|   0     0 |   0     0 |  9   34    0   21    0
Apr 06 08:06:24 ubuntu dstat.sh[74616]: 06-04 08:06:24| 81  10   8   0   0|1459M  532M  205M 5536M| 582k  571k|   0   452k|   0  31.0 |3973  7391 |2.26 1.08 0.64|3.0   0   0|   0     0 |   0     0 |  9   38    0   22    0
Apr 06 08:06:25 ubuntu dstat.sh[74616]: 06-04 08:06:25| 63  17  19   0   1|1402M  589M  206M 5536M|1154k 1143k|   0   856k|   0  71.0 |7563    16k|2.26 1.08 0.64|5.0   0 229|   0     0 |   0     0 |  9   35    0   26    0
Apr 06 08:06:26 ubuntu dstat.sh[74616]: 06-04 08:06:26| 77  12  12   0   0|1397M  594M  206M 5536M| 170k  157k|   0    64k|   0  5.00 |2365  3929 |2.48 1.15 0.66|3.0   0 100|   0     0 |   0     0 |  9   35    0   27    0
Apr 06 08:06:27 ubuntu dstat.sh[74616]: 06-04 08:06:27| 59  12  26   0   0|1355M  635M  206M 5536M| 998k  982k|   0  5395k|   0   139 |6959    15k|2.48 1.15 0.66|5.0   0 221|   0     0 |   0     0 |  9   35    0   28    0
Apr 06 08:06:28 ubuntu dstat.sh[74616]: 06-04 08:06:28| 71  11  17   0   0|1381M  610M  206M 5537M|  94k   85k|   0   347k|   0  16.0 |1815  2923 |2.48 1.15 0.66|3.0   0  84|   0     0 |   0     0 |  9   34    0   28    0
Apr 06 08:06:29 ubuntu dstat.sh[74616]: 06-04 08:06:29| 58   9  31   0   0|1340M  651M  206M 5537M| 843k  834k|   0   565k|   0  46.1 |5656    12k|2.48 1.15 0.66|3.0 1.0  73|   0     0 |   0     0 |  9   35    0   31    0
Apr 06 08:06:30 ubuntu dstat.sh[74616]: 06-04 08:06:30| 71  17  12   0   0|1355M  636M  206M 5537M| 306k  298k|   0   356k|   0  20.0 |3299  6601 |2.48 1.15 0.66|3.0   0 219|   0     0 |   0     0 |  9   34    0   31    0
Apr 06 08:06:31 ubuntu dstat.sh[74616]: 06-04 08:06:31| 59   7  34   0   0|1402M  588M  206M 5537M| 677k  668k|   0   380k|   0  24.0 |4436  9333 |2.52 1.18 0.67|3.0   0   0|   0     0 |   0     0 |  9   37    0   31    0
Apr 06 08:06:32 ubuntu dstat.sh[74616]: 06-04 08:06:32| 62  12  25   0   0|1329M  661M  206M 5537M| 241k  221k|   0    16M|   0  95.0 |3596  5654 |2.52 1.18 0.67|3.0   0 119|   0     0 |   0     0 |  9   34    0   31    0
Apr 06 08:06:33 ubuntu dstat.sh[74616]: 06-04 08:06:33| 68   8  25   0   0|1402M  588M  206M 5537M| 497k  481k|   0   791k|   0  42.9 |3805  7241 |2.52 1.18 0.67|4.0   0   0|   0     0 |   0     0 |  9   36    0   30    0
Apr 06 08:06:34 ubuntu dstat.sh[74616]: 06-04 08:06:34| 70  20   9   0   0|1334M  656M  206M 5537M| 427k  416k|   0   705k|   0  47.1 |4198  9278 |2.52 1.18 0.67|5.0   0 413|   0     0 |   0     0 |  9   34    0   30    0
Apr 06 08:06:35 ubuntu dstat.sh[74616]: 06-04 08:06:35| 85  15   0   0   0|1486M  503M  206M 5538M| 259k  247k|   0   564k|   0  27.0 |3286  5299 |2.52 1.18 0.67|6.0   0 121|   0     0 |   0     0 |  9   36    0   30    0
Apr 06 08:06:36 ubuntu dstat.sh[74616]: 06-04 08:06:36| 85  15   1   0   0|1390M  599M  206M 5538M| 483k  475k|   0   940k|   0  63.0 |4631  9392 |2.96 1.29 0.71|8.0   0 218|   0     0 |   0     0 |  9   34    0   30    0
Apr 06 08:06:37 ubuntu dstat.sh[74616]: 06-04 08:06:37| 83  15   1   0   0|1460M  528M  206M 5538M| 460k  449k|   0    47M|   0   187 |4351  8368 |2.96 1.29 0.71|6.0   0 192|   0     0 |   0     0 |  9   35    0   30    0
Apr 06 08:06:38 ubuntu dstat.sh[74616]: 06-04 08:06:38| 85  14   1   0   0|1430M  558M  206M 5538M|1119k 1111k|   0   972k|   0  55.0 |4981    15k|2.96 1.29 0.71|6.0   0 194|   0     0 |   0     0 |  9   36    0   30    0
Apr 06 08:06:39 ubuntu dstat.sh[74616]: 06-04 08:06:39| 68  18  12   0   0|1344M  645M  206M 5538M| 952k  940k|   0   753k|   0  37.0 |5045    14k|2.96 1.29 0.71|3.0   0 518|   0     0 |   0     0 |  9   36    0   31    0
Apr 06 08:06:40 ubuntu dstat.sh[74616]: 06-04 08:06:40| 41  25  34   0   0|1215M  773M  206M 5539M| 628k  620k|   0   532k|   0  27.0 |4910    12k|2.96 1.29 0.71|1.0   0 621|   0     0 |   0     0 |  9   34    0   31    0
Apr 06 08:06:41 ubuntu dstat.sh[74616]: 06-04 08:06:41| 10  22  64   1   0|1214M  774M  206M 5539M|  11k 1619 |   0   556k|   0  24.0 |2901  4685 |2.80 1.29 0.72|2.0   0 470|   0     0 |   0     0 |  9   34    0   31    0
Apr 06 08:06:42 ubuntu dstat.sh[74616]: 06-04 08:06:42| 61  28  10   0   0|1357M  631M  206M 5539M|  19k 1621 |   0   420k|   0  27.0 |2505  5694 |2.80 1.29 0.72|7.0   0 739|   0     0 |   0     0 |  9   34    0   31    0
Apr 06 08:06:43 ubuntu dstat.sh[74616]: 06-04 08:06:43| 86  14   1   0   0|1483M  505M  206M 5539M| 593k  585k|   0  1229k|   0  70.1 |4323  9281 |2.80 1.29 0.72|6.0   0 171|   0     0 |   0     0 |  9   35    0   31    0
Apr 06 08:06:44 ubuntu dstat.sh[74616]: 06-04 08:06:44| 84  13   3   0   0|1346M  641M  206M 5539M| 617k  608k|   0  1043k|   0  86.9 |4443    11k|2.80 1.29 0.72|5.0   0 178|   0     0 |   0     0 |  9   34    0   32    0
Apr 06 08:06:45 ubuntu dstat.sh[74616]: 06-04 08:06:45| 82  16   2   0   0|1424M  563M  206M 5539M| 570k  561k|   0   872k|   0  47.0 |5329    10k|2.80 1.29 0.72|5.0   0 141|   0     0 |   0     0 |  9   36    0   32    0
Apr 06 08:06:46 ubuntu dstat.sh[74616]: 06-04 08:06:46| 83   9   7   0   0|1513M  474M  206M 5540M|1249k 1230k|   0   744k|   0  50.0 |6217    16k|2.98 1.35 0.74|6.0   0  22|   0     0 |   0     0 |  9   37    0   36    0
Apr 06 08:06:47 ubuntu dstat.sh[74616]: 06-04 08:06:47| 69  11  19   0   0|1484M  502M  206M 5540M|1265k 1255k|   0   752k|   0  68.0 |6890    23k|2.98 1.35 0.74|3.0   0  66|   0     0 |   0     0 |  9   38    0   39    0
Apr 06 08:06:48 ubuntu dstat.sh[74616]: 06-04 08:06:48| 84  14   3   0   0|1390M  596M  206M 5540M|1050k 1038k|   0  2656k|   0   171 |4234    15k|2.98 1.35 0.74|6.0   0 128|   0     0 |   0     0 |  9   35    0   40    0
Apr 06 08:06:49 ubuntu dstat.sh[74616]: 06-04 08:06:49| 87  12   1   0   0|1474M  512M  206M 5541M| 626k  616k|   0   627k|   0  36.0 |4352  9514 |2.98 1.35 0.74|5.0   0  36|   0     0 |   0     0 |  9   36    0   40    0
Apr 06 08:06:50 ubuntu dstat.sh[74616]: 06-04 08:06:50| 75   9  15   0   0|1526M  459M  206M 5541M|1432k 1423k|   0   696k|   0  57.0 |7547    17k|2.98 1.35 0.74|5.0   0   0|   0     0 |   0     0 |  9   39    0   44    0
Apr 06 08:06:51 ubuntu dstat.sh[74616]: 06-04 08:06:51| 68  10  24   0   0|1502M  483M  206M 5542M|1327k 1317k|   0   556k|   0  44.0 |5576    15k|3.06 1.39 0.76|3.0   0  72|   0     0 |   0     0 |  9   38    0   49    0
Apr 06 08:06:52 ubuntu dstat.sh[74616]: 06-04 08:06:52| 77  12   9   0   0|1446M  539M  206M 5542M|1287k 1278k|   0   789k|   0  61.1 |5279    15k|3.06 1.39 0.76|6.0   0 133|   0     0 |   0     0 |  9   36    0   50    0
Apr 06 08:06:53 ubuntu dstat.sh[74616]: 06-04 08:06:53| 86  10   4   0   0|1418M  565M  206M 5544M|1041k 1032k|   0  2656k|   0  48.0 |5763    14k|3.06 1.39 0.76|5.0   0  61|   0     0 |   0     0 |  9   35    0   51    0
Apr 06 08:06:54 ubuntu dstat.sh[74616]: 06-04 08:06:54| 84  12   3   0   0|1393M  589M  206M 5545M| 981k  964k|   0   812k|   0  66.0 |5517    14k|3.06 1.39 0.76|5.0   0 151|   0     0 |   0     0 |  9   35    0   51    0
Apr 06 08:06:55 ubuntu dstat.sh[74616]: 06-04 08:06:55| 86  11   2   0   0|1517M  465M  206M 5545M| 977k  966k|   0   703k|   0  38.9 |6795    13k|3.06 1.39 0.76|5.0 1.0 3.0|   0     0 |   0     0 |  9   37    0   49    0
Apr 06 08:06:56 ubuntu dstat.sh[74616]: 06-04 08:06:56| 82  12   4   0   0|1430M  551M  206M 5545M| 897k  889k|   0   360k|   0  26.0 |5135    12k|3.21 1.45 0.78|6.0   0 143|   0     0 |   0     0 |  9   36    0   51    0
Apr 06 08:06:57 ubuntu dstat.sh[74616]: 06-04 08:06:57| 86  11   3   0   0|1526M  455M  206M 5546M|1284k 1275k|   0   556k|   0  49.0 |6267    15k|3.21 1.45 0.78|3.0   0 1.0|   0     0 |   0     0 |  9   38    0   52    0
Apr 06 08:06:58 ubuntu dstat.sh[74616]: 06-04 08:06:58| 81  15   5   0   0|1398M  583M  206M 5546M| 829k  819k|   0  8624k|   0   210 |6086    12k|3.21 1.45 0.78|5.0   0 221|   0     0 |   0     0 |  9   35    0   52    0
Apr 06 08:06:59 ubuntu dstat.sh[74616]: 06-04 08:06:59| 85  11   2   0   0|1462M  519M  206M 5546M| 693k  685k|   0   676k|   0  49.0 |4757    10k|3.21 1.45 0.78|4.0   0  35|   0     0 |   0     0 |  9   37    0   50    0
Apr 06 08:07:00 ubuntu dstat.sh[74616]: 06-04 08:07:00| 83  11   6   0   0|1415M  565M  206M 5546M|1361k 1350k|   0   731k|   0  52.9 |5140    18k|3.21 1.45 0.78|5.0   0  82|   0     0 |   0     0 |  9   35    0   51    0
Apr 06 08:07:01 ubuntu dstat.sh[74616]: 06-04 08:07:01| 85  13   1   0   0|1480M  500M  206M 5547M| 863k  851k|   0   553k|   0  31.0 |4788    13k|3.60 1.56 0.82|5.0   0  45|   0     0 |   0     0 |  9   35    0   49    0
Apr 06 08:07:02 ubuntu dstat.sh[74616]: 06-04 08:07:02| 79  12   8   0   0|1502M  477M  206M 5547M|1224k 1214k|   0   800k|   0  62.0 |7349    17k|3.60 1.56 0.82|5.0 1.0  74|   0     0 |   0     0 |  9   36    0   52    0
