-- Logs begin at Fri 2023-03-24 18:24:47 UTC, end at Sun 2023-03-26 14:20:31 UTC. --
Mar 26 13:41:59 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 26 13:41:59 ubuntu dstat.sh[90418]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Mar 26 13:41:59 ubuntu dstat.sh[90418]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 26 13:42:31 ubuntu dstat.sh[90418]: 26-03 13:42:31| 25   4  67   3   0|1286M  755M  202M 5492M| 468k   60k| 152k 1137k|38.0  15.0 |1864  2310 |1.19 0.76 0.55|1.0   0  49|   0     0 |   0     0 |  9   32    0   10    2
Mar 26 13:42:32 ubuntu dstat.sh[90418]: 26-03 13:42:32| 25   3  71   0   0|1326M  714M  202M 5492M|  84k 6528 |   0   423k|   0  13.0 |1270  1417 |1.17 0.76 0.55|1.0   0   0|   0     0 |   0     0 |  9   32    0   10    2
Mar 26 13:42:33 ubuntu dstat.sh[90418]: 26-03 13:42:33| 31  10  57   1   0|1299M  741M  202M 5492M| 113k   64k|   0  4757k|   0  23.0 |1914  2816 |1.17 0.76 0.55|2.0   0 160|   0     0 |   0     0 |  9   32    0   10    2
Mar 26 13:42:34 ubuntu dstat.sh[90418]: 26-03 13:42:34| 48   8  43   1   1|1375M  665M  202M 5493M| 194k   11k|   0   545k|   0  9.01 |1558  1491 |1.17 0.76 0.55|5.0   0 2.0|   0     0 |   0     0 |  9   32    0   10    2
Mar 26 13:42:35 ubuntu dstat.sh[90418]: 26-03 13:42:35| 51   6  43   0   0|1405M  634M  202M 5493M| 741k  609k|  28k  751k|2.00  34.0 |4030  9236 |1.17 0.76 0.55|2.0   0 3.0|   0     0 |   0     0 |  9   38    0   10    2
Mar 26 13:42:36 ubuntu dstat.sh[90418]: 26-03 13:42:36| 68  19  11   1   0|1400M  639M  202M 5494M| 120k   94k|   0   677k|   0  43.1 |2864  6202 |1.17 0.76 0.55|7.0   0 461|   0     0 |   0     0 |  9   36    0   10    2
Mar 26 13:42:37 ubuntu dstat.sh[90418]: 26-03 13:42:37| 85  15   0   0   0|1556M  483M  202M 5494M| 181k  106k|   0   368k|   0  14.0 |2376  3499 |1.56 0.85 0.58|6.0   0 131|   0     0 |   0     0 |  9   38    0   10    2
Mar 26 13:42:38 ubuntu dstat.sh[90418]: 26-03 13:42:38| 88  11   0   0   0|1545M  493M  202M 5494M| 753k  696k|   0  5179k|   0   299 |5740    11k|1.56 0.85 0.58|6.0   0  14|   0     0 |   0     0 |  9   38    0   10    2
Mar 26 13:42:39 ubuntu dstat.sh[90418]: 26-03 13:42:39| 66  12  22   0   0|1375M  662M  202M 5495M| 531k  517k|   0  5627k|   0  82.9 |4946  9882 |1.56 0.85 0.58|2.0   0 242|   0     0 |   0     0 |  9   36    0    9    2
Mar 26 13:42:40 ubuntu dstat.sh[90418]: 26-03 13:42:40| 40  11  48   0   1|1336M  698M  202M 5497M|  12k 1568 |   0   577k|   0  17.0 |2383  3454 |1.56 0.85 0.58|2.0   0  64|   0     0 |   0     0 |  9   36    0    9    2
Mar 26 13:42:41 ubuntu dstat.sh[90418]: 26-03 13:42:41| 41   6  49   3   0|1360M  657M  203M 5511M| 143k  136k|   0  2023k|   0  83.0 |1883  2787 |1.56 0.85 0.58|2.0   0   0|   0     0 |   0     0 |  9   37    0    9    2
Mar 26 13:42:42 ubuntu dstat.sh[90418]: 26-03 13:42:42| 37   9  51   3   0|1338M  669M  203M 5521M|  85k   74k|   0  1797k|   0  97.0 |2283  3655 |1.60 0.87 0.59|2.0   0  70|   0     0 |   0     0 |  9   36    0   10    2
Mar 26 13:42:43 ubuntu dstat.sh[90418]: 26-03 13:42:43| 41   7  50   1   0|1365M  630M  204M 5530M|  79k   61k|   0  2936k|   0   116 |1964  2391 |1.60 0.87 0.59|2.0   0 2.0|   0     0 |   0     0 |  9   37    0   11    2
Mar 26 13:42:44 ubuntu dstat.sh[90418]: 26-03 13:42:44| 32  16  46   4   0|1302M  667M  205M 5553M| 151k  144k|   0  5635k|   0   156 |3295  5658 |1.60 0.87 0.59|2.0   0 276|   0     0 |   0     0 |  9   36    0   12    2
Mar 26 13:42:45 ubuntu dstat.sh[90418]: 26-03 13:42:45| 35  27  34   2   0|1348M  613M  205M 5559M|8372  1857 |   0  1740k|   0  58.0 |2861  5199 |1.60 0.87 0.59|4.0   0 639|   0     0 |   0     0 |  9   37    0   12    2
Mar 26 13:42:46 ubuntu dstat.sh[90418]: 26-03 13:42:46| 83  17   0   0   0|1535M  426M  205M 5559M|  14k 2600 |   0   376k|   0  12.0 |1758  2285 |1.60 0.87 0.59|5.0   0 130|   0     0 |   0     0 |  9   37    0   12    2
Mar 26 13:42:47 ubuntu dstat.sh[90418]: 26-03 13:42:47| 86  11   1   0   0|1550M  432M  205M 5539M| 854k  848k|   0   954k|   0  35.9 |4625    10k|1.87 0.94 0.61|4.0   0 2.0|   0     0 |   0     0 |  9   38    0   12    0
Mar 26 13:42:48 ubuntu dstat.sh[90418]: 26-03 13:42:48| 83  12   5   0   0|1459M  523M  205M 5540M|1026k 1019k|   0  1189k|   0  93.1 |7227    16k|1.87 0.94 0.61|7.0   0 105|   0     0 |   0     0 |  9   34    0   12    0
Mar 26 13:42:49 ubuntu dstat.sh[90418]: 26-03 13:42:49| 84  16   0   0   0|1479M  502M  205M 5540M|  12k 1622 |   0   953k|   0  17.0 |8635    16k|1.87 0.94 0.61|8.0   0 134|   0     0 |   0     0 |  9   34    0   12    0
Mar 26 13:42:50 ubuntu dstat.sh[90418]: 26-03 13:42:50| 86  14   1   0   0|1559M  422M  205M 5540M| 838k  830k|   0  1840k|   0  42.0 |4826    10k|1.87 0.94 0.61|9.0   0 101|   0     0 |   0     0 |  9   37    0   13    0
Mar 26 13:42:51 ubuntu dstat.sh[90418]: 26-03 13:42:51| 87  11   2   0   0|1588M  393M  205M 5540M| 970k  962k|   0   568k|   0  37.0 |9908    20k|1.87 0.94 0.61|7.0   0  57|   0     0 |   0     0 |  9   35    0   13    0
Mar 26 13:42:52 ubuntu dstat.sh[90418]: 26-03 13:42:52| 81  12   5   0   0|1398M  583M  205M 5541M| 920k  910k|   0   716k|   0  44.0 |5564    13k|2.28 1.04 0.65|4.0   0 133|   0     0 |   0     0 |  9   35    0   13    0
Mar 26 13:42:53 ubuntu dstat.sh[90418]: 26-03 13:42:53| 64  13  24   0   0|1315M  665M  205M 5540M| 240k  229k|   0   492k|   0  32.0 |3121  5344 |2.28 1.04 0.65|4.0   0 141|   0     0 |   0     0 |  9   34    0   13    0
Mar 26 13:42:54 ubuntu dstat.sh[90418]: 26-03 13:42:54| 69   7  24   0   0|1376M  604M  205M 5540M|  78k   72k|   0  7954k|   0   260 |2201  1998 |2.28 1.04 0.65|4.0   0 4.0|   0     0 |   0     0 |  9   35    0   13    0
Mar 26 13:42:55 ubuntu dstat.sh[90418]: 26-03 13:42:55| 59  19  19   1   0|1321M  659M  205M 5541M| 571k  555k|   0  1780k|   0   123 |5153    11k|2.28 1.04 0.65|6.0   0 381|   0     0 |   0     0 |  9   35    0   10    0
Mar 26 13:42:56 ubuntu dstat.sh[90418]: 26-03 13:42:56| 75  11  13   0   0|1385M  595M  205M 5541M| 166k  159k|   0    76k|   0  6.99 |2000  3410 |2.28 1.04 0.65|4.0   0  52|   0     0 |   0     0 |  9   34    0   10    0
Mar 26 13:42:57 ubuntu dstat.sh[90418]: 26-03 13:42:57| 60  10  30   0   0|1347M  632M  205M 5542M| 940k  932k|   0   493k|   0  49.1 |6140    13k|2.42 1.09 0.67|5.0   0 106|   0     0 |   0     0 |  9   36    0   14    0
Mar 26 13:42:58 ubuntu dstat.sh[90418]: 26-03 13:42:58| 84  14   2   0   0|1388M  591M  205M 5542M| 114k  102k|   0   400k|   0  37.0 |2547  4092 |2.42 1.09 0.67|4.0   0 159|   0     0 |   0     0 |  9   34    0   14    0
Mar 26 13:42:59 ubuntu dstat.sh[90418]: 26-03 13:42:59| 79  10   9   0   0|1471M  508M  205M 5542M| 708k  698k|   0  9542k|   0   396 |5398  9374 |2.42 1.09 0.67|7.0   0   0|   0     0 |   0     0 |  9   36    0   17    0
Mar 26 13:43:00 ubuntu dstat.sh[90418]: 26-03 13:43:00| 77  15   7   0   0|1420M  559M  205M 5542M|1057k 1049k|   0   856k|   0  64.0 |4166    14k|2.42 1.09 0.67|6.0   0 229|   0     0 |   0     0 |  9   34    0   18    0
Mar 26 13:43:01 ubuntu dstat.sh[90418]: 26-03 13:43:01| 68  14  18   0   0|1404M  574M  205M 5542M|  60k   52k|   0   184k|   0  11.0 |1896  2494 |2.42 1.09 0.67|4.0   0 100|   0     0 |   0     0 |  9   34    0   18    0
Mar 26 13:43:02 ubuntu dstat.sh[90418]: 26-03 13:43:02| 57   8  34   0   0|1349M  630M  205M 5542M| 898k  891k|   0   644k|   0  59.0 |5315    12k|2.47 1.12 0.68|6.0   0  53|   0     0 |   0     0 |  9   35    0   21    0
Mar 26 13:43:03 ubuntu dstat.sh[90418]: 26-03 13:43:03| 68  17  13   0   0|1345M  633M  205M 5542M| 260k  252k|   0   324k|   0  20.0 |2784  5525 |2.47 1.12 0.68|4.0   0 254|   0     0 |   0     0 |  9   34    0   21    0
Mar 26 13:43:04 ubuntu dstat.sh[90418]: 26-03 13:43:04| 62   8  30   0   0|1411M  567M  205M 5543M| 476k  469k|   0   564k|   0  30.0 |3576  6353 |2.47 1.12 0.68|3.0   0   0|   0     0 |   0     0 |  9   37    0   23    0
Mar 26 13:43:05 ubuntu dstat.sh[90418]: 26-03 13:43:05| 67  18  15   0   0|1319M  659M  205M 5543M| 658k  651k|   0   524k|   0  48.0 |4956    11k|2.47 1.12 0.68|5.0   0 292|   0     0 |   0     0 |  9   34    0   23    0
Mar 26 13:43:06 ubuntu dstat.sh[90418]: 26-03 13:43:06| 66   9  25   0   0|1409M  568M  205M 5543M| 157k  139k|   0   204k|   0  9.00 |2027  2912 |2.47 1.12 0.68|4.0   0   0|   0     0 |   0     0 |  9   35    0   23    0
Mar 26 13:43:07 ubuntu dstat.sh[90418]: 26-03 13:43:07| 60  11  27   0   0|1278M  700M  205M 5543M| 788k  764k|   0   596k|   0  61.0 |4415    11k|2.59 1.17 0.70|4.0   0 115|   0     0 |   0     0 |  9   34    0   23    0
Mar 26 13:43:08 ubuntu dstat.sh[90418]: 26-03 13:43:08| 67   8  24   0   0|1395M  583M  205M 5543M|  25k   11k|   0   148k|   0  9.01 |1594  1396 |2.59 1.17 0.70|4.0   0 2.0|   0     0 |   0     0 |  9   35    0   23    0
Mar 26 13:43:09 ubuntu dstat.sh[90418]: 26-03 13:43:09| 63  10  24   0   0|1356M  621M  205M 5543M| 804k  793k|   0  1160k|   0  73.0 |5336    12k|2.59 1.17 0.70|6.0   0 151|   0     0 |   0     0 |  9   35    0   25    0
Mar 26 13:43:10 ubuntu dstat.sh[90418]: 26-03 13:43:10| 81  17   2   0   0|1406M  571M  206M 5543M| 100k   89k|   0   276k|   0  17.0 |2588  4161 |2.59 1.17 0.70|6.0   0 271|   0     0 |   0     0 |  9   34    0   25    0
Mar 26 13:43:11 ubuntu dstat.sh[90418]: 26-03 13:43:11| 83  16   1   0   0|1509M  468M  206M 5544M| 483k  475k|   0   684k|   0  54.0 |4296  7944 |2.59 1.17 0.70| 10   0 159|   0     0 |   0     0 |  9   35    0   25    0
Mar 26 13:43:12 ubuntu dstat.sh[90418]: 26-03 13:43:12| 82  17   0   0   0|1423M  554M  206M 5544M| 256k  245k|   0   348k|   0  27.0 |3519  6360 |2.94 1.27 0.73|8.0   0 254|   0     0 |   0     0 |  9   35    0   25    0
Mar 26 13:43:13 ubuntu dstat.sh[90418]: 26-03 13:43:13| 84  15   0   0   0|1470M  506M  206M 5544M| 326k  317k|   0   512k|   0  46.0 |3631  7285 |2.94 1.27 0.73|7.0   0 146|   0     0 |   0     0 |  9   35    0   25    0
Mar 26 13:43:14 ubuntu dstat.sh[90418]: 26-03 13:43:14| 81  18   1   0   0|1444M  532M  206M 5544M|1068k 1059k|   0    56M|   0   193 |4615    14k|2.94 1.27 0.73|8.0   0 168|   0     0 |   0     0 |  9   35    0   25    0
Mar 26 13:43:15 ubuntu dstat.sh[90418]: 26-03 13:43:15| 72  17   9   0   0|1353M  623M  206M 5544M|1061k 1052k|   0  1144k|   0  43.0 |4600    15k|2.94 1.27 0.73|9.0   0 430|   0     0 |   0     0 |  9   35    0   26    0
Mar 26 13:43:16 ubuntu dstat.sh[90418]: 26-03 13:43:16| 39  25  34   0   0|1221M  754M  206M 5545M| 689k  664k|   0   556k|   0  27.0 |5818    13k|2.94 1.27 0.73|3.0   0 646|   0     0 |   0     0 |  9   34    0   26    0
Mar 26 13:43:17 ubuntu dstat.sh[90418]: 26-03 13:43:17|  9  20  69   0   0|1219M  757M  206M 5545M|8910  1618 |   0   164k|   0  8.99 |2664  3897 |2.79 1.26 0.73|3.0   0 397|   0     0 |   0     0 |  9   34    0   26    0
Mar 26 13:43:18 ubuntu dstat.sh[90418]: 26-03 13:43:18| 48  31  20   0   0|1320M  656M  206M 5545M|  10k 1512 |   0   192k|   0  19.0 |2567  5978 |2.79 1.26 0.73|9.0   0 798|   0     0 |   0     0 |  9   34    0   26    0
Mar 26 13:43:19 ubuntu dstat.sh[90418]: 26-03 13:43:19| 84  16   1   0   0|1462M  514M  206M 5545M| 294k  277k|   0   637k|   0  43.1 |2988  5786 |2.79 1.26 0.73|9.0   0 224|   0     0 |   0     0 |  9   36    0   27    0
Mar 26 13:43:20 ubuntu dstat.sh[90418]: 26-03 13:43:20| 82  14   3   0   0|1432M  543M  206M 5545M| 841k  833k|   0  7524k|   0   106 |5733    13k|2.79 1.26 0.73|5.0 1.0 110|   0     0 |   0     0 |  9   35    0   27    0
Mar 26 13:43:21 ubuntu dstat.sh[90418]: 26-03 13:43:21| 86  12   1   0   0|1458M  517M  206M 5545M| 359k  350k|   0   489k|   0  49.1 |4051  7846 |2.79 1.26 0.73|5.0   0 174|   0     0 |   0     0 |  9   34    0   27    0
Mar 26 13:43:22 ubuntu dstat.sh[90418]: 26-03 13:43:22| 87  10   2   0   0|1498M  477M  206M 5545M| 883k  873k|   0   370k|   0  28.9 |5039    12k|2.88 1.31 0.75|4.0   0  69|   0     0 |   0     0 |  9   37    0   27    0
Mar 26 13:43:23 ubuntu dstat.sh[90418]: 26-03 13:43:23| 66  10  24   0   0|1531M  443M  206M 5546M|1101k 1092k|   0   490k|   0  44.2 |7273    16k|2.88 1.31 0.75|2.0 1.0 2.0|   0     0 |   0     0 |  9   38    0   29    0
Mar 26 13:43:24 ubuntu dstat.sh[90418]: 26-03 13:43:24| 70   7  21   0   0|1516M  458M  206M 5546M|1160k 1149k|   0   520k|   0  55.0 |7881    16k|2.88 1.31 0.75|3.0   0  32|   0     0 |   0     0 |  9   38    0   35    0
Mar 26 13:43:25 ubuntu dstat.sh[90418]: 26-03 13:43:25| 78  12   9   0   0|1335M  638M  206M 5546M| 814k  805k|   0  8327k|   0   235 |6699    13k|2.88 1.31 0.75|5.0   0 161|   0     0 |   0     0 |  9   35    0   36    0
Mar 26 13:43:26 ubuntu dstat.sh[90418]: 26-03 13:43:26| 86  14   1   0   0|1498M  475M  206M 5546M| 526k  518k|   0   508k|   0  35.0 |3851  7435 |2.88 1.31 0.75|5.0   0 3.0|   0     0 |   0     0 |  9   35    0   35    0
Mar 26 13:43:27 ubuntu dstat.sh[90418]: 26-03 13:43:27| 78   9  12   0   0|1565M  408M  206M 5547M|1213k 1203k|   0   632k|   0  47.0 |6168    19k|3.05 1.37 0.77|5.0   0  32|   0     0 |   0     0 |  9   38    0   44    0
Mar 26 13:43:28 ubuntu dstat.sh[90418]: 26-03 13:43:28| 65   9  23   0   0|1523M  450M  206M 5547M|1148k 1140k|   0   556k|   0  44.0 |6342    17k|3.05 1.37 0.77|3.0   0  74|   0     0 |   0     0 |  9   38    0   47    0
Mar 26 13:43:29 ubuntu dstat.sh[90418]: 26-03 13:43:29| 59   7  34   1   0|1539M  433M  206M 5548M|1285k 1276k|   0   576k|   0  50.0 |6488    16k|3.05 1.37 0.77|5.0   0   0|   0     0 |   0     0 |  9   37    0   48    1
Mar 26 13:43:30 ubuntu dstat.sh[90418]: 26-03 13:43:30| 74  13  14   0   0|1456M  514M  206M 5549M|1152k 1144k|   0  1856k|   0  91.0 |5608    15k|3.05 1.37 0.77|6.0   0 156|   0     0 |   0     0 |  9   35    0   48    0
Mar 26 13:43:31 ubuntu dstat.sh[90418]: 26-03 13:43:31| 86  12   0   0   0|1473M  497M  206M 5550M| 566k  558k|   0   476k|   0  41.0 |3755  8615 |3.05 1.37 0.77|5.0   0  90|   0     0 |   0     0 |  9   34    0   48    0
Mar 26 13:43:32 ubuntu dstat.sh[90418]: 26-03 13:43:32| 88  10   2   0   0|1453M  517M  206M 5551M| 761k  750k|   0   534k|   0  47.8 |6278    12k|3.29 1.45 0.80|7.0   0  36|   0     0 |   0     0 |  9   35    0   48    0
Mar 26 13:43:33 ubuntu dstat.sh[90418]: 26-03 13:43:33| 81  16   3   0   0|1444M  525M  206M 5551M| 940k  931k|   0   541k|   0  43.1 |5316    13k|3.29 1.45 0.80|7.0   0 138|   0     0 |   0     0 |  9   36    0   48    0
Mar 26 13:43:34 ubuntu dstat.sh[90418]: 26-03 13:43:34| 86  12   2   0   0|1477M  492M  206M 5551M|1058k 1048k|   0   453k|   0  41.1 |5407    14k|3.29 1.45 0.80|5.0   0  71|   0     0 |   0     0 |  9   36    0   48    0
Mar 26 13:43:35 ubuntu dstat.sh[90418]: 26-03 13:43:35| 85  12   3   0   0|1384M  585M  206M 5552M| 953k  941k|   0   808k|   0  78.0 |5618    13k|3.29 1.45 0.80|5.0   0 118|   0     0 |   0     0 |  9   35    0   48    0
Mar 26 13:43:36 ubuntu dstat.sh[90418]: 26-03 13:43:36| 86  12   2   0   0|1430M  538M  206M 5552M| 973k  957k|   0   580k|   0  54.0 |5209    13k|3.29 1.45 0.80|5.0   0  81|   0     0 |   0     0 |  9   35    0   48    0
