-- Logs begin at Tue 2023-03-28 08:27:28 UTC, end at Tue 2023-03-28 15:58:27 UTC. --
Mar 28 15:19:48 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 28 15:19:48 ubuntu dstat.sh[74722]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Mar 28 15:19:48 ubuntu dstat.sh[74722]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 28 15:20:21 ubuntu dstat.sh[74722]: 28-03 15:20:21| 36  10  54   0   0|1342M  639M  204M 5548M|  15k 2603 |   0    12k|   0  3.00 |1793  2314 |1.31 0.89 0.60|3.0   0 159|   0     0 |   0     0 |  9   33    0    9    2
Mar 28 15:20:22 ubuntu dstat.sh[74722]: 28-03 15:20:22| 58   9  32   0   0|1353M  648M  204M 5529M| 123k  115k|   0   836k|   0  16.0 |2018  2659 |1.31 0.89 0.60|4.0   0 4.0|   0     0 |   0     0 |  9   33    0    9    0
Mar 28 15:20:23 ubuntu dstat.sh[74722]: 28-03 15:20:23| 64  17  19   0   0|1290M  711M  204M 5529M| 609k  599k|  28k  969k|2.00  57.1 |  12k   27k|1.31 0.89 0.60|7.0   0 298|   0     0 |   0     0 |  9   34    0   11    0
Mar 28 15:20:24 ubuntu dstat.sh[74722]: 28-03 15:20:24| 84  16   0   0   0|1420M  580M  204M 5529M|  10k 1722 |   0  1602k|   0  15.0 |2054  2783 |1.69 0.97 0.63|7.0   0 189|   0     0 |   0     0 |  9   34    0   11    0
Mar 28 15:20:25 ubuntu dstat.sh[74722]: 28-03 15:20:25| 80  19   0   0   1|1565M  436M  204M 5529M| 426k  418k|   0  2120k|   0  62.0 |6755    31k|1.69 0.97 0.63|7.0   0 128|   0     0 |   0     0 |  9   36    0   11    0
Mar 28 15:20:26 ubuntu dstat.sh[74722]: 28-03 15:20:26| 88  13   0   0   0|1430M  570M  204M 5530M| 490k  480k|   0   608k|   0  45.0 |4775  8272 |1.69 0.97 0.63|6.0   0  72|   0     0 |   0     0 |  9   34    0   11    0
Mar 28 15:20:27 ubuntu dstat.sh[74722]: 28-03 15:20:27| 65  14  21   1   0|1296M  704M  204M 5530M| 431k  412k|   0  1348k|   0  96.0 |4642  8776 |1.69 0.97 0.63|2.0   0 199|   0     0 |   0     0 |  9   34    0   11    0
Mar 28 15:20:28 ubuntu dstat.sh[74722]: 28-03 15:20:28| 38   8  53   0   0|1281M  719M  204M 5530M|  12k 1693 |   0   664k|   0  33.0 |1575  1981 |1.69 0.97 0.63|1.0   0  66|   0     0 |   0     0 |  9   34    1   11    0
Mar 28 15:20:29 ubuntu dstat.sh[74722]: 28-03 15:20:29| 23   4  72   0   0|1302M  697M  204M 5530M| 154k  143k|   0   564k|   0  34.0 |1808  2898 |1.63 0.97 0.63|1.0   0 2.0|   0     0 |   0     0 |  9   36    0   11    0
Mar 28 15:20:30 ubuntu dstat.sh[74722]: 28-03 15:20:30| 23   6  69   1   0|1274M  726M  204M 5530M|  76k   67k|   0  9536k|   0   293 |2604  3940 |1.63 0.97 0.63|1.0   0  70|   0     0 |   0     0 |  9   36    0   11    0
Mar 28 15:20:31 ubuntu dstat.sh[74722]: 28-03 15:20:31| 23   3  73   0   0|1304M  695M  204M 5530M|  63k   53k|   0    84k|   0  6.00 |1326  1830 |1.63 0.97 0.63|1.0   0   0|   0     0 |   0     0 |  9   36    0   11    0
Mar 28 15:20:32 ubuntu dstat.sh[74722]: 28-03 15:20:32| 21  14  64   1   0|1265M  735M  204M 5530M| 232k  156k|   0  1073k|   0  74.1 |3702  8274 |1.63 0.97 0.63|1.0   0 255|   0     0 |   0     0 |  9   36    0   11    0
Mar 28 15:20:33 ubuntu dstat.sh[74722]: 28-03 15:20:33| 17  24  58   0   0|1253M  746M  204M 5530M| 163k 8692 |   0   344k|   0  12.0 |3129  5060 |1.63 0.97 0.63|3.0   0 531|   0     0 |   0     0 |  9   36    0   12    0
Mar 28 15:20:34 ubuntu dstat.sh[74722]: 28-03 15:20:34| 77  20   2   0   0|1433M  566M  204M 5531M| 264k   13k|   0   624k|   0  24.0 |2417  3289 |1.90 1.04 0.65|6.0   0 295|   0     0 |   0     0 |  9   36    0   11    0
Mar 28 15:20:35 ubuntu dstat.sh[74722]: 28-03 15:20:35| 89  11   0   0   0|1546M  453M  204M 5531M| 445k  389k|   0  9577k|   0   414 |4418  5894 |1.90 1.04 0.65|5.0   0   0|   0     0 |   0     0 |  9   39    0   11    0
Mar 28 15:20:36 ubuntu dstat.sh[74722]: 28-03 15:20:36| 74  11  16   0   0|1384M  609M  204M 5536M|4039k 1179k|   0   932k|   0  90.0 |9891    17k|1.90 1.04 0.65|6.0   0  87|   0     0 |   0     0 |  9   37    0   12    0
Mar 28 15:20:37 ubuntu dstat.sh[74722]: 28-03 15:20:37| 81  18   1   0   0|1416M  574M  204M 5539M|1796k  392k|   0  4721k|   0  46.0 |5369  8226 |1.90 1.04 0.65|7.0   0 205|   0     0 |   0     0 |  9   36    0   12    0
Mar 28 15:20:38 ubuntu dstat.sh[74722]: 28-03 15:20:38| 86  13   0   0   0|1564M  426M  204M 5540M| 169k  158k|   0   656k|   0  28.0 |2542  3355 |1.90 1.04 0.65|8.0   0  30|   0     0 |   0     0 |  9   37    0   12    0
Mar 28 15:20:39 ubuntu dstat.sh[74722]: 28-03 15:20:39| 85  10   4   0   0|1628M  362M  204M 5540M|1171k 1040k|   0   840k|   0  42.0 |6211    15k|2.07 1.09 0.67|5.0   0 3.0|   0     0 |   0     0 |  9   41    0   12    0
Mar 28 15:20:40 ubuntu dstat.sh[74722]: 28-03 15:20:40| 65  12  22   0   0|1449M  539M  204M 5541M|1818k 1191k|   0  4286k|   0   252 |7481    17k|2.07 1.09 0.67|4.0   0 170|   0     0 |   0     0 |  9   39    0   13    0
Mar 28 15:20:41 ubuntu dstat.sh[74722]: 28-03 15:20:41| 72  13  15   0   0|1404M  582M  204M 5543M|1068k  542k|   0  1389k|   0  55.1 |4078  8390 |2.07 1.09 0.67|4.0   0  84|   0     0 |   0     0 |  9   36    0   13    0
Mar 28 15:20:42 ubuntu dstat.sh[74722]: 28-03 15:20:42| 52   8  39   0   0|1381M  605M  204M 5543M| 602k  262k|   0  1092k|   0  41.0 |2836  4551 |2.07 1.09 0.67|3.0   0  51|   0     0 |   0     0 |  9   36    0   13    0
Mar 28 15:20:43 ubuntu dstat.sh[74722]: 28-03 15:20:43| 62  17  19   0   0|1398M  588M  204M 5543M| 581k  538k|   0   836k|   0  44.0 |3656  9704 |2.07 1.09 0.67|6.0   0 332|   0     0 |   0     0 |  9   36    0   13    0
Mar 28 15:20:44 ubuntu dstat.sh[74722]: 28-03 15:20:44| 78  10  11   0   0|1437M  549M  204M 5544M| 165k  105k|   0   640k|   0  21.0 |1915  2683 |2.14 1.12 0.68|5.0   0  51|   0     0 |   0     0 |  9   36    0   13    0
Mar 28 15:20:45 ubuntu dstat.sh[74722]: 28-03 15:20:45| 78  10  12   1   0|1339M  645M  204M 5545M| 937k  929k|   0  5397k|   0   135 |6963    14k|2.14 1.12 0.68|3.0 1.0  35|   0     0 |   0     0 |  9   36    0   15    0
Mar 28 15:20:46 ubuntu dstat.sh[74722]: 28-03 15:20:46| 81  18   1   1   0|1433M  540M  204M 5557M|  11k 1622 |   0  2314k|   0  67.1 |1953  3235 |2.14 1.12 0.68|5.0   0 230|   0     0 |   0     0 |  9   36    0   15    0
Mar 28 15:20:47 ubuntu dstat.sh[74722]: 28-03 15:20:47| 86  13   1   0   0|1460M  529M  204M 5540M| 611k  600k|   0  1766k|   0  53.9 |2589  7321 |2.14 1.12 0.68|4.0   0 9.0|   0     0 |   0     0 |  9   37    0   15    0
Mar 28 15:20:48 ubuntu dstat.sh[74722]: 28-03 15:20:48| 59   9  30   0   0|1339M  651M  204M 5540M|1047k 1040k|   0   508k|   0  46.0 |5637    14k|2.14 1.12 0.68|3.0   0  95|   0     0 |   0     0 |  9   35    0   17    0
Mar 28 15:20:49 ubuntu dstat.sh[74722]: 28-03 15:20:49| 56  15  28   0   0|1317M  672M  204M 5540M| 115k  106k|   0   432k|   0  32.0 |2780  4543 |2.21 1.15 0.70|4.0   0 278|   0     0 |   0     0 |  9   34    0   17    0
Mar 28 15:20:50 ubuntu dstat.sh[74722]: 28-03 15:20:50| 66  10  24   0   0|1394M  595M  204M 5540M| 195k  188k|   0    34M|   0   121 |2313  3375 |2.21 1.15 0.70|4.0   0   0|   0     0 |   0     0 |  9   35    0   17    0
Mar 28 15:20:51 ubuntu dstat.sh[74722]: 28-03 15:20:51| 58  15  26   0   0|1294M  695M  204M 5540M| 791k  784k|   0  1484k|   0   123 |6345    14k|2.21 1.15 0.70|5.0   0 252|   0     0 |   0     0 |  9   35    0   18    0
Mar 28 15:20:52 ubuntu dstat.sh[74722]: 28-03 15:20:52| 77  11  11   0   0|1360M  629M  204M 5540M| 261k  252k|   0   172k|   0  12.0 |2838  4486 |2.21 1.15 0.70|4.0   0  53|   0     0 |   0     0 |  9   34    0   18    0
Mar 28 15:20:53 ubuntu dstat.sh[74722]: 28-03 15:20:53| 61   7  30   0   0|1402M  587M  204M 5540M| 661k  653k|   0   353k|   0  28.0 |4997  9654 |2.21 1.15 0.70|5.0   0   0|   0     0 |   0     0 |  9   36    0   20    1
Mar 28 15:20:54 ubuntu dstat.sh[74722]: 28-03 15:20:54| 66  18  16   0   0|1312M  676M  204M 5540M| 492k  484k|   0   460k|   0  39.0 |4156  8830 |2.36 1.20 0.71|3.0   0 292|   0     0 |   0     0 |  9   34    0   20    0
Mar 28 15:20:55 ubuntu dstat.sh[74722]: 28-03 15:20:55| 66   9  25   0   0|1400M  589M  204M 5540M| 208k  201k|   0   300k|   0  18.0 |2467  3505 |2.36 1.20 0.71|4.0   0   0|   0     0 |   0     0 |  9   35    0   18    0
Mar 28 15:20:56 ubuntu dstat.sh[74722]: 28-03 15:20:56| 56  11  32   0   0|1271M  717M  204M 5541M| 716k  701k|   0   520k|   0  59.0 |5310    11k|2.36 1.20 0.71|3.0   0 116|   0     0 |   0     0 |  9   34    0   20    0
Mar 28 15:20:57 ubuntu dstat.sh[74722]: 28-03 15:20:57| 66  10  24   0   0|1387M  601M  204M 5541M|  59k   52k|   0   164k|   0  7.99 |1556  1973 |2.36 1.20 0.71|3.0   0 1.0|   0     0 |   0     0 |  9   34    0   20    0
Mar 28 15:20:58 ubuntu dstat.sh[74722]: 28-03 15:20:58| 67  15  18   0   0|1377M  611M  204M 5541M| 847k  840k|   0   801k|   0  75.1 |4874    13k|2.36 1.20 0.71|5.0   0 231|   0     0 |   0     0 |  9   34    0   22    0
Mar 28 15:20:59 ubuntu dstat.sh[74722]: 28-03 15:20:59| 84  16   0   0   1|1407M  581M  204M 5541M|8487  1620 |   0   236k|   0  16.0 |2137  3054 |2.57 1.26 0.74|6.0   0 233|   0     0 |   0     0 |  9   34    1   22    0
Mar 28 15:21:00 ubuntu dstat.sh[74722]: 28-03 15:21:00| 85  15   0   0   0|1473M  515M  204M 5541M| 420k  413k|   0  5016k|   0   131 |4341  7914 |2.57 1.26 0.74|6.0 1.0 160|   0     0 |   0     0 |  9   35    0   22    0
Mar 28 15:21:01 ubuntu dstat.sh[74722]: 28-03 15:21:01| 86  14   0   0   0|1432M  555M  204M 5541M| 369k  360k|   0   484k|   0  41.0 |3356  7126 |2.57 1.26 0.74|7.0   0 175|   0     0 |   0     0 |  9   34    0   22    0
Mar 28 15:21:02 ubuntu dstat.sh[74722]: 28-03 15:21:02| 82  17   0   0   0|1483M  505M  204M 5541M| 407k  399k|   0   448k|   0  35.0 |4117  7898 |2.57 1.26 0.74|7.0   0 180|   0     0 |   0     0 |  9   37    0   22    0
Mar 28 15:21:03 ubuntu dstat.sh[74722]: 28-03 15:21:03| 78  15   6   0   0|1465M  523M  204M 5542M|1154k 1146k|   0   732k|   0  51.0 |7115    16k|2.57 1.26 0.74| 10   0 250|   0     0 |   0     0 |  9   36    0   22    0
Mar 28 15:21:04 ubuntu dstat.sh[74722]: 28-03 15:21:04| 66  21  12   0   0|1317M  670M  204M 5542M| 768k  760k|   0   664k|   0  39.0 |5540    13k|2.76 1.33 0.76|4.0   0 536|   0     0 |   0     0 |  9   35    0   22    0
Mar 28 15:21:05 ubuntu dstat.sh[74722]: 28-03 15:21:05| 40  26  33   0   0|1271M  716M  204M 5542M| 300k  292k|   0   312k|   0  16.0 |3791  8050 |2.76 1.33 0.76|2.0   0 587|   0     0 |   0     0 |  9   35    0   22    0
Mar 28 15:21:06 ubuntu dstat.sh[74722]: 28-03 15:21:06| 25   6  68   1   0|1271M  715M  204M 5542M| 491k  485k|   0  2741k|   0   130 |3438  7259 |2.76 1.33 0.76|1.0   0  53|   0     0 |   0     0 |  9   34    0   23    0
Mar 28 15:21:07 ubuntu dstat.sh[74722]: 28-03 15:21:07| 15  22  62   0   1|1226M  761M  204M 5542M|  10k 1514 |   0   176k|   0  14.0 |2629  4503 |2.76 1.33 0.76|4.0   0 467|   0     0 |   0     0 |  9   34    0   23    0
Mar 28 15:21:08 ubuntu dstat.sh[74722]: 28-03 15:21:08| 73  24   3   0   0|1378M  609M  204M 5542M|  11k 1620 |   0   176k|   0  16.0 |2160  4809 |2.76 1.33 0.76|6.0   0 627|   0     0 |   0     0 |  9   34    0   23    0
Mar 28 15:21:09 ubuntu dstat.sh[74722]: 28-03 15:21:09| 85  14   1   0   0|1496M  490M  204M 5542M| 658k  648k|   0   696k|   0  56.0 |4177  8621 |3.02 1.40 0.79|7.0   0 160|   0     0 |   0     0 |  9   36    0   23    0
Mar 28 15:21:10 ubuntu dstat.sh[74722]: 28-03 15:21:10| 83  16   2   0   0|1368M  619M  204M 5542M| 600k  591k|   0   724k|   0  76.0 |5180    10k|3.02 1.40 0.79|5.0   0 235|   0     0 |   0     0 |  9   35    0   23    0
Mar 28 15:21:11 ubuntu dstat.sh[74722]: 28-03 15:21:11| 85  13   1   0   0|1456M  530M  204M 5543M| 341k  332k|   0   607k|   0  27.0 |3260  6453 |3.02 1.40 0.79|5.0   0 105|   0     0 |   0     0 |  9   34    0   23    0
Mar 28 15:21:12 ubuntu dstat.sh[74722]: 28-03 15:21:12| 79  10  10   0   0|1514M  472M  204M 5543M|1220k 1213k|   0   484k|   0  45.0 |4661    16k|3.02 1.40 0.79|3.0   0 1.0|   0     0 |   0     0 |  9   38    0   24    0
Mar 28 15:21:13 ubuntu dstat.sh[74722]: 28-03 15:21:13| 56   7  35   0   0|1526M  459M  204M 5544M|1060k 1051k|   0   412k|   0  37.0 |5844    15k|3.02 1.40 0.79|3.0   0   0|   0     0 |   0     0 |  9   38    0   27    0
Mar 28 15:21:14 ubuntu dstat.sh[74722]: 28-03 15:21:14| 56   9  35   0   0|1471M  514M  204M 5544M|1170k 1161k|   0   793k|   0  90.1 |7397    17k|3.02 1.43 0.80|5.0   0  31|   0     0 |   0     0 |  9   35    0   30    0
Mar 28 15:21:15 ubuntu dstat.sh[74722]: 28-03 15:21:15| 83  15   3   0   0|1365M  620M  204M 5544M| 302k  291k|   0   572k|   0  48.0 |3489  6806 |3.02 1.43 0.80|5.0   0 155|   0     0 |   0     0 |  9   34    0   30    0
Mar 28 15:21:16 ubuntu dstat.sh[74722]: 28-03 15:21:16| 87  13   0   0   0|1501M  483M  204M 5544M| 250k  238k|   0    11M|   0  61.9 |2633  3739 |3.02 1.43 0.80|5.0   0  10|   0     0 |   0     0 |  9   36    0   30    0
Mar 28 15:21:17 ubuntu dstat.sh[74722]: 28-03 15:21:17| 71   9  18   0   0|1529M  455M  204M 5544M|1347k 1330k|   0   664k|   0  57.0 |5824    17k|3.02 1.43 0.80|3.0   0   0|   0     0 |   0     0 |  9   39    0   30    0
Mar 28 15:21:18 ubuntu dstat.sh[74722]: 28-03 15:21:18| 50   7  42   0   0|1531M  453M  204M 5545M|1252k 1245k|   0   316k|   0  33.0 |8531    16k|3.02 1.43 0.80|2.0 1.0   0|   0     0 |   0     0 |  9   39    0   34    0
Mar 28 15:21:19 ubuntu dstat.sh[74722]: 28-03 15:21:19| 47   7  45   0   0|1532M  452M  204M 5545M|1087k 1079k|   0   320k|   0  33.0 |7668    15k|2.86 1.42 0.80|3.0   0 2.0|   0     0 |   0     0 |  9   39    0   37    0
Mar 28 15:21:20 ubuntu dstat.sh[74722]: 28-03 15:21:20| 66  15  18   0   0|1316M  667M  204M 5545M| 889k  881k|   0   752k|   0  63.0 |6122    14k|2.86 1.42 0.80|5.0   0 253|   0     0 |   0     0 |  9   35    0   37    0
Mar 28 15:21:21 ubuntu dstat.sh[74722]: 28-03 15:21:21| 86  14   1   0   0|1418M  565M  204M 5545M| 273k  265k|   0    19M|   0  70.0 |3507  5295 |2.86 1.42 0.80|5.0   0  37|   0     0 |   0     0 |  9   34    0   37    0
Mar 28 15:21:22 ubuntu dstat.sh[74722]: 28-03 15:21:22| 82  12   6   0   0|1510M  471M  204M 5548M| 672k  666k|   0   748k|   0  49.0 |4818  9975 |2.86 1.42 0.80|8.0   0  28|   0     0 |   0     0 |  9   36    0   38    0
Mar 28 15:21:23 ubuntu dstat.sh[74722]: 28-03 15:21:23| 82  12   4   1   0|1471M  510M  204M 5548M|1318k 1310k|   0   620k|   0  47.0 |7404    17k|2.86 1.42 0.80|6.0   0 104|   0     0 |   0     0 |  9   37    0   38    0
Mar 28 15:21:24 ubuntu dstat.sh[74722]: 28-03 15:21:24| 81  13   5   0   0|1357M  623M  204M 5549M| 833k  825k|   0   508k|   0  48.0 |5933    14k|3.03 1.48 0.83|6.0   0 116|   0     0 |   0     0 |  9   35    0   40    0
Mar 28 15:21:25 ubuntu dstat.sh[74722]: 28-03 15:21:25| 85  13   2   0   1|1418M  561M  204M 5549M| 672k  664k|   0   580k|   0  55.0 |4994  9685 |3.03 1.48 0.83|6.0   0  83|   0     0 |   0     0 |  9   35    0   40    0
